종목코드,종목명,현재가(원),거래량,1개월,3개월,1년,상대강도
442260,마이티 다이나믹퀀트액티브,38400,2869,0.0016955784531107465,-0.2661952990636346,1.2521994134897363,88
385590,ACE ESG액티브,23835,100,-0.0012570710245128902,-0.23112903225806447,1.21927374301676,88
325010,KODEX 성장주,43510,31263,0.009629887457941688,-0.26422592373382936,1.2227330779054917,88
451060,1Q 200액티브,35005,39410,-0.005539772727272685,-0.26498687664042,1.2681915376142032,88
475300,SOL 반도체전공정,22660,768356,0.11406096361848572,-0.19759206798866857,0.9894644424934154,88
380340,ACE 코리아AI테크핵심산업,27285,3319,-0.023792486583184225,-0.27865168539325846,1.230077646097262,88
449690,TIGER 한중반도체(합성),50070,261,0.02855382087099434,-0.2720796685323835,1.0865977662943824,87
450190,KODEX 한중반도체(합성),50010,1222,0.021446078431372584,-0.26907337035954404,1.0742430526752385,87
0104N0,TIGER 200타겟위클리커버드콜,20960,68688,-0.005456702253855306,-0.26805419751361925,1.2149424072704216,87
117700,KODEX 건설,7290,6006008,0.169206094627105,0.02402022756005051,0.8759650025733401,87
495230,KoAct 코리아밸류업액티브,31190,48241,0.0035392535392535507,-0.27324836311950973,1.2348810547434796,87
304760,HANARO KRX300,47750,215,-0.005519108611892087,-0.24975646544951768,1.181760029242438,87
479620,SOL 미국AI반도체칩메이커,25840,26815,0.05404854170915763,-0.23209509658246652,0.9992263056092843,87
391670,HK 베스트일레븐액티브,28672,11,-0.02409802586793741,-0.3044153323629306,1.1760777170613235,86
381560,HANARO Fn전기&수소차,17385,2680,0.014886164623467701,-0.18875408306112929,1.1633897461423595,86
140700,KODEX 보험,20775,83010,-0.018658478979688198,0.027143280925541413,0.6935681095622401,86
275280,KODEX 모멘텀주,43095,6605,0.007245529975458798,-0.2744827353995859,1.1315164704718566,86
469050,RISE 미국반도체NYSE(H),31545,49355,-0.004104183109707948,-0.185536133846273,0.8884698275862069,86
472150,TIGER 배당커버드콜액티브,20535,3103371,-0.008258475804114762,-0.25313693398799786,1.1020575289180061,86
326240,RISE IT플러스,43335,2626,0.001386481802426287,-0.28140286875051823,1.202541296060991,85
292160,TIGER KRX300,48315,8251,-0.006987976569725607,-0.25766305600368744,1.1699002964160603,85
446770,ACE 글로벌반도체TOP4 Plus,78360,85988,0.008883738895326454,-0.2526395101526958,1.144792664568222,85
292500,SOL KRX300,49220,39,-0.006058158319870777,-0.25786315249841685,1.1958509926388579,85
375770,KODEX 탄소효율그린뉴딜,24810,539,0.001210653753026536,-0.23005306768457312,1.1248715313463515,85
375760,HANARO 탄소효율그린뉴딜,24575,81,-0.0016250253910217172,-0.2293097500548813,1.1323210412147504,85
418670,TIGER 글로벌AI사이버보안,19080,160072,0.14217300209518102,0.22700964630225084,0.2722544508901781,84
292190,KODEX KRX300,48015,1809,-0.012341869793273674,-0.26593792998012533,1.1682095281101827,84
376410,TIGER 탄소효율그린뉴딜,24485,171,-0.0004082465809348568,-0.23417365194545225,1.1115039668851328,84
292050,RISE KRX300,49545,245,-0.0062180322936515875,-0.2603015825619588,1.1638205878499366,84
464600,SOL 자동차소부장Fn,22565,1943,-0.019552465783184925,-0.26737012987012987,1.2122549019607844,84
337140,KODEX 코스피대형주,36305,8602,-0.016524448056345675,-0.26240832165132766,1.1530660657098801,84
277640,TIGER 코스피대형주,37535,13316,-0.010413920379646724,-0.261005670184281,1.1363118952760387,84
337120,KODEX 멀티팩터,34670,12,0.0014442518775275026,-0.2498106675321865,1.1092656810853563,83
365040,TIGER AI코리아그로스액티브,36315,5624,-0.0037037037037036535,-0.23627760252365926,1.0633522727272728,83
213610,KODEX 삼성그룹밸류,21965,3764,-0.031739034604364114,-0.18557656655543198,0.9922902494331065,83
413930,WON AI ESG액티브,27690,4483,-0.006814921090387394,-0.27351436442345534,1.1226523572249905,83
108450,ACE 삼성그룹섹터가중,39120,6616,-0.014981744932645147,-0.19975452592819887,1.0557015239096166,83
0094M0,RISE 코리아밸류업위클리고정커버드콜,17300,531831,0.0024336539575848803,-0.17591578145095987,1.010459035444509,83
483320,ACE 엔비디아밸류체인액티브,24895,187695,0.014466177669111735,-0.23798591980410166,1.0015275767808332,82
476850,KoAct 배당성장액티브,21905,48007,0.01628468033775632,-0.18319785218882845,0.9798445408532177,82
105780,RISE 5대그룹주,16310,2901,-0.03462562888428533,-0.2860582184285402,1.1545574636723912,82
491820,HANARO 전력설비투자,45260,85983,0.13079325421611498,-0.15912679981421274,1.1976207817431415,82
364690,KODEX 혁신기술테마액티브,38765,451,-0.0037265484451297626,-0.2753121962162567,1.1066789848377807,82
487240,KODEX AI전력핵심설비,37585,3763833,0.1269865067466267,-0.1641462438286706,1.2046574378226187,82
495060,TIME 코리아밸류업액티브,28185,31163,-0.013302993173464062,-0.330045162823865,1.1223644578313254,81
402460,HANARO Fn K-메타버스MZ,14230,347,-0.01624611130314557,-0.16269491026772576,0.7541913214990139,81
0008T0,SOL 화장품TOP3플러스,17630,1430198,-0.03818876159301687,0.31911709689487466,0.2204070330887442,81
498400,KODEX 200타겟위클리커버드콜,20365,5268196,-0.005323825339454968,-0.25588278281204324,1.0438578883982337,81
139220,TIGER 200 건설,8120,431988,0.1032608695652173,-0.08866442199775537,0.9105882352941177,81
385720,TIME 코스피액티브,25510,36364,-0.0044878048780487845,-0.26716460787130136,1.0498192044997992,81
227830,PLUS 코스피,71500,151,0.005625879043600568,-0.23894069059479717,1.0083141396550754,80
469060,RISE 미국반도체NYSE,34770,38032,-0.0062875107173477884,-0.2659601418679277,0.923757884253624,80
470310,UNICORN 생성형AI강소기업액티브,17840,1803,-0.036456926816095026,-0.05683320116309809,0.8259979529170931,80
403790,MIDAS 코스피액티브,57715,3118,-0.009354617233093054,-0.23302325581395344,1.0126586692704702,80
277630,TIGER 코스피,71800,154888,-0.0009739807986642868,-0.24192833160884342,1.0108102052818775,80
302450,RISE 코스피,71155,4328,-0.009190280582051069,-0.24484749432216157,1.0084396522524557,80
226490,KODEX 코스피,70600,168475,-0.0040908449710819195,-0.24419227063483562,1.0097927579139148,80
395750,PLUS ESG가치주액티브,20470,15,-0.005828071879553143,-0.24002227584926672,0.9211637728765838,79
266160,RISE 고배당,33330,13737,0.004520795660036159,-0.20114088490484638,0.9144170017231477,79
480310,TIGER 글로벌온디바이스AI,20855,16158,0.11345435130806192,-0.2089591867698377,0.7180163110635143,79
228820,TIGER KTOP30,18720,4156,-0.025761124121779888,-0.22413793103448276,0.8943533697632058,79
305050,ACE 코스피,71325,1103,-0.003353594634248558,-0.24255296553921313,0.9823513062812674,79
223190,KODEX 200가치저변동,27550,1057,-0.017650205027634147,-0.13394737669359658,0.857470334412082,79
0091P0,TIGER 코리아원자력,18225,1636154,0.19704433497536944,-0.02409638554216864,0.8817759421786266,78
325020,KODEX 배당가치,29235,9008,0.004466586497165359,-0.06674966481516953,0.7242701268062519,78
457990,PLUS 태양광&ESS,34655,112813,-0.040027700831024915,-0.12718801158544268,1.0289812646370025,78
229720,KODEX KTOP30,36880,1617,-0.028834759710335778,-0.23488651923156711,0.886252045826514,78
228790,TIGER 화장품,4325,5401784,-0.04840484048404836,0.3086232980332828,0.11354273944387239,78
442090,에셋플러스 코리아대장장이액티브,30205,143,0.03159153005464477,-0.17483950280016392,0.8848673946957879,78
448570,FOCUS AI코리아액티브,30005,313,-0.02072454308093996,-0.15787257928711762,0.7902744630071599,77
381180,TIGER 미국필라델피아반도체나스닥,42165,1608999,-0.016215585627624818,-0.26988277259268234,0.8244558868071481,77
461340,HANARO 글로벌생성형AI액티브,43215,2471,0.027338642576964167,-0.1594865311679471,0.611177391693386,77
091170,KODEX 은행,16625,831906,0.07009526261585997,0.12780679736788558,0.44955968262272217,77
471990,KODEX AI반도체핵심장비,25035,766899,0.11093854004881298,-0.15650269541778972,1.006331142811348,77
484880,SOL 금융지주플러스고배당,23050,1463858,0.06920864644215596,0.10710854947166193,0.4801258588582804,77
266390,KODEX 경기소비재,14850,4129,0.034122562674094636,-0.08839779005524862,0.5499425947187142,77
388420,RISE 비메모리반도체액티브,27040,16476,0.02989906684441057,-0.33575709934165276,0.9200454448626003,76
091220,TIGER 은행,17305,46267,0.0659069910686787,0.124285343035343,0.43860670047385475,76
395760,PLUS ESG성장주액티브,21230,7,-0.004221388367729784,-0.22940108892921962,0.8622807017543859,76
491830,TIGER 미국AI반도체팹리스,22245,56742,0.028195054310145684,-0.22607243502765895,0.6165249618487028,76
131890,ACE 삼성그룹동일가중,39615,180,-0.017606943583384993,-0.11682086723888085,0.6722245673279865,76
456600,TIME 글로벌AI인공지능액티브,58810,127227,0.010567918206031424,-0.22912570454843362,0.6302600210678051,76
473490,KIWOOM 글로벌AI반도체,30865,14067,0.049829931972789065,-0.17143163941907602,0.6061299890721756,75
185680,KODEX 미국S&P바이오(합성),46695,5013,-0.03652120086660482,0.02110212114585619,0.608508439545298,75
390390,KODEX 미국반도체,53100,1153201,-0.004312769548096784,-0.23492543764858442,0.7361451692005885,75
404260,KODEX 기후변화솔루션,23895,560,0.035536294691224324,-0.17708440954644078,0.7772406098921532,75
404650,SOL KRX기후변화솔루션,23880,162,0.04143044047099864,-0.18241577649958918,0.7802296108543314,75
441800,TIME Korea플러스배당액티브,28785,89869,-0.004633631868321886,-0.21459754433833556,0.8332059610240734,75
138530,TIGER LG그룹플러스,12025,46890,0.0012489592006661443,-0.07712970069071379,0.5680010431607772,74
479850,HANARO K-뷰티,17955,31895,-0.04367509986684426,0.22226004084411155,0.1267649827423909,74
218420,KODEX 미국S&P500에너지(합성),20700,31945,0.008526187576126665,0.08575924468922103,0.434014547973675,74
404540,TIGER KRX기후변화솔루션,24025,76,0.04592947322594698,-0.17792985457656119,0.7724087052748063,74
203780,TIGER 미국나스닥바이오,35800,31747,-0.012141280353200834,0.07572115384615374,0.45694286179391175,74
466930,SOL 자동차TOP3플러스,23580,37143,-0.108843537414966,-0.3043221714117127,0.9650000000000001,74
466940,TIGER 은행고배당플러스TOP10,27075,773893,0.06393429739075773,0.08984422171235362,0.4075171553337493,74
307520,TIGER 지주회사,22210,254165,0.04616109279321723,-0.07477608831493443,0.5985317403195625,73
0051A0,KoAct 브로드컴밸류체인액티브,23685,1093,0.0010566356720203007,-0.21883245382585748,0.6545581557806497,73
371450,TIGER 글로벌클라우드컴퓨팅INDXX,13950,2754,0.025735294117646967,0.15960099750623447,0.1748357756442649,73
139270,TIGER 200 금융,17055,22676,0.029891304347826164,0.005660711126835416,0.4477928692699491,73
433500,ACE 원자력TOP10,60155,38276,0.18918651774241368,-0.052154730954069195,0.7892623438429507,73
0098F0,KODEX 원자력SMR,16850,1091748,0.1644782308223911,-0.05390230207748459,0.7150127226463103,73
0092B0,SOL 한국원자력SMR,16530,171230,0.16244725738396615,-0.043125904486251754,0.6696969696969697,72
483340,ACE 구글밸류체인액티브,22220,46154,0.011149032992036512,-0.22887385042512576,0.6694214876033058,72
284980,RISE 200금융,22460,4278,0.022535852492601816,-0.0050941306755259985,0.4428883463959912,72
147970,TIGER 모멘텀,79075,3963,0.011124608400997271,-0.2432290171308259,0.6715638608210375,72
140570,RISE 수출주,25570,271,0.03125630167372462,-0.13189611271431,0.6370038412291934,72
385600,ACE 2차전지&친환경차액티브,11560,3202,0.010489510489510412,-0.18706047819971872,0.7331334332833583,72
227570,TIGER 우량가치,20995,750,0.01205109664979509,0.03884215734784768,0.3844378503132213,71
234310,RISE V&S셀렉트밸류,28005,7,-0.01094826063923715,-0.125799906352427,0.5980028530670471,71
481180,SOL 미국AI소프트웨어,16810,123501,0.07070063694267525,0.15532646048109955,0.06257901390644749,71
276000,TIGER 글로벌자원생산기업(합성 H),21240,4040,0.012151536812008645,0.10538641686182659,0.30258800441555245,71
238720,ACE 일본Nikkei225(H),47370,989,-0.016505761445032685,-0.10428287794270585,0.4632564173848577,71
385520,KODEX 자율주행액티브,15655,2206,-0.0041348600508905875,-0.20794333417657473,0.8025331030512377,71
475310,SOL 반도체후공정,27035,196465,0.07709163346613557,-0.20368188512518415,0.8826601671309193,71
445690,BNK 주주가치액티브,30650,9,0.005742411812961423,-0.16313993174061436,0.6047120418848169,70
457930,BNK 미래전략기술액티브,27905,9,0.010501539018649364,-0.18346744696415507,0.7294700960644562,70
407310,HANARO 200 TOP10,16740,3111,-0.010053222945002993,-0.2107496463932107,0.7492163009404389,70
411540,SOL 200 Top10,17110,807,-0.00897770055024616,-0.21618031059599618,0.7568538864359791,70
279530,KODEX 고배당주,17485,111355,0.015035411587135616,0.049645815824228556,0.3875882866439171,70
0098N0,PLUS 자사주매입고배당주,12920,46228,0.03128991060025532,0.07033385800679315,0.3671957671957673,70
495940,RISE 미국AI테크액티브,19490,3011,0.02122085407388008,-0.1868324432576769,0.49658296859402595,69
0089D0,KODEX 금융고배당TOP10,13460,197227,0.04074847289878614,0.04486880919111935,0.35480624056366383,69
277540,ACE 아시아TOP50,32545,459,0.004785427601111447,-0.1657267367341707,0.5164717394343228,69
490330,KoAct 미국치매&뇌질환치료제액티브,14030,908,-0.07208994708994709,-0.06404269513008676,0.5844155844155845,69
487950,KODEX 대만테크고배당다우존스,13230,10262,0.012939284893959124,-0.11273556434846754,0.3779814602645557,69
485810,TIME 글로벌바이오액티브,11715,5349,0.009478672985782088,0.09078212290502785,0.34253953701581485,69
497570,TIGER 미국필라델피아AI반도체나스닥,21400,419920,-0.005345108064141346,-0.21534117992153412,0.5619297861469965,68
417630,TIGER KEDI혁신기업ESG30,19305,3136,0.008884243532793379,-0.12010027347310848,0.5423024686426461,68
454320,HANARO CAPEX설비투자iSelect,43590,714,0.12839761843127095,-0.08978910002088114,0.6414987761250235,68
0040S0,HANARO 글로벌피지컬AI액티브,23795,8946,0.003161888701517679,-0.25090508421218327,0.5360531921761023,68
452360,SOL 미국배당다우존스(H),13250,78306,-0.02645113886847905,0.06648422408242105,0.2520079372578663,68
192720,파워 고배당저변동성,57865,1117,0.01215672555536118,0.02977292141230059,0.37355203190277253,68
494340,ACE 글로벌AI맞춤형반도체,19540,14296,0.015856511567455156,-0.3430828710707682,0.5136726314974049,68
211560,TIGER 배당성장,34965,6123,0.007636887608069243,-0.025202821377791396,0.4211103885547065,67
276650,RISE 글로벌테크놀로지(합성 H),46750,230,0.024657534246575352,-0.0223755750731911,0.26157001376258204,67
285690,FOCUS ESG리더스,21515,21,0.018943878759176025,-0.12947602670443048,0.5162085976039466,67
444200,SOL 코리아메가테크액티브,45120,25579,-0.023482307109620182,-0.27049312853678253,0.7732363922185106,67
469160,ACE 일본반도체,24185,25810,-0.028324628364805093,-0.31806005921330893,0.6985041084345811,67
322410,HANARO K고배당,22890,1468,0.026641550053821295,0.01950828433992524,0.37197314792615677,67
411420,KODEX 미국나스닥AI테크액티브,27025,44481,0.039423076923077005,-0.10090491716015704,0.37057510903742763,66
314250,KODEX 미국빅테크10(H),63280,31408,0.02894308943089441,0.07270600600091548,0.1245179748724965,66
279540,KODEX 최소변동성,20895,117,0.006987951807228887,-0.17473043959082113,0.5746043707611153,66
195920,TIGER 일본TOPIX(합성 H),35105,236,0.006306435430700974,0.0021410219811590636,0.2983578667061173,66
455850,SOL AI반도체소부장,25120,1118596,0.10417582417582416,-0.19910728519049892,0.6774624373956595,66
485690,RISE 미국AI밸류체인TOP3Plus,22415,8115,0.026797984425103172,-0.12700576413771614,0.3712834944328889,66
401170,RISE 메타버스,10380,6251,-0.04243542435424352,-0.2145289443813848,0.4036511156186613,65
261060,TIGER 코스닥150IT,24985,15049,0.12570398738454602,-0.1802821522309711,0.5399075500770416,65
261140,TIGER 우선주,24060,5078,-0.018560065266163606,-0.17333791444768942,0.6319609306111376,65
453950,TIGER TSMC파운드리밸류체인,31570,4918,-0.0519519519519519,-0.2668369716674408,0.6343117461303516,65
174350,TIGER 로우볼,20665,8996,-0.009822712026832825,0.06356150283067419,0.26856967464702275,65
211900,KODEX 코리아배당성장,27800,3851,0.005788712011577379,-0.027121609798775204,0.41181250317403895,65
491510,파워 K-주주가치액티브,17680,55,0.021965317919075078,-0.0025950581067358813,0.3716058960434445,65
195980,PLUS 신흥국MSCI(합성 H),15375,17161,0.0019550342130987275,-0.04680719156850588,0.28071636817992496,64
404120,TIME K신재생에너지액티브,24825,846,0.02858918582970782,-0.20800765672356036,0.5990338164251208,64
400580,SOL 유럽탄소배출권선물S&P(H),12110,1607,0.03859348198970847,0.07168141592920363,0.14299197734780567,64
483330,ACE 마이크로소프트밸류체인액티브,15200,3475,0.0453920220082531,0.01333333333333342,0.11838716797880955,64
373490,KODEX 코리아혁신성장액티브,24965,30,0.011342920802106526,-0.23875590791279155,0.7058421592073796,64
473640,HANARO 글로벌금채굴기업,34975,18291,-0.0443989071038251,0.06826511912034205,0.3103176981867226,64
476260,HANARO 반도체핵심공정주도주,12705,159952,0.06007509386733423,-0.277919863597613,0.5911083281152161,63
463680,KODEX 미국S&P500테크놀로지,22640,26294,0.02166064981949467,-0.1106222501571339,0.3328623572353704,63
266410,KODEX 필수소비재,9540,8033,-0.024539877300613466,0.10085391183937231,0.14967462039045554,63
139250,TIGER 200 에너지화학,17390,152980,0.004331504475888037,-0.07450771687067592,0.44387246761873134,63
490590,RISE 미국AI밸류체인데일리고정커버드콜,14395,705440,0.02594255576936777,-0.12603970615020343,0.3413156913902349,63
465670,TIGER 미국캐시카우100,16585,6300,-0.03485800744878953,0.03591505309181753,0.23556581986143188,63
280920,PLUS 주도업종,22905,80,-0.021362956633197983,-0.24218362282878414,0.579655172413793,62
417450,RISE 글로벌수소경제,16200,1818,0.030206677265500748,-0.20173450280871197,0.46792316056542216,62
471040,KoAct 글로벌AI&로봇액티브,29500,88877,0.044062997699522155,-0.28907097240631396,0.5654019633855134,62
488290,MIDAS 일본테크액티브,42980,16715,-0.007619487416301141,-0.31083139581496033,0.5974725887381527,62
0105E0,SOL 코리아고배당,12835,259514,0.01134662359152161,-0.01670114150003832,0.36093733432297737,62
445910,TIGER MKF배당귀족,20545,293,0.011570654849827777,-0.00014599961066774636,0.2978521794061908,62
465660,TIGER 일본반도체FACTSET,23895,5529,-0.02149877149877155,-0.30170373184488153,0.5877076411960134,62
161510,PLUS 고배당주,24975,713981,0.0151613689943908,0.016111314536799703,0.3173858001898935,61
210780,TIGER 코스피고배당,23395,19693,0.01961211592939649,0.036369274386462314,0.2821988381015017,61
480040,ACE 미국반도체데일리타겟커버드콜(합성),14010,138271,-0.017255892255892302,-0.29092013361676283,0.6129403638038222,61
0083S0,1Q 미국메디컬AI,11890,118267,0.08982584784601277,0.12883319092376344,0.07865372403157034,61
400570,KODEX 유럽탄소배출권선물ICE(H),11800,2149,0.03056768558951961,0.06498194945848379,0.08356290174471992,61
287180,PLUS 미국나스닥테크,54295,748,-0.016840199185151672,-0.16520602706027065,0.34127964426877466,61
104520,KIWOOM 블루칩,14560,54,-0.008849557522123908,-0.087490599147656,0.375921375921376,60
377990,TIGER Fn신재생에너지,24255,25810,0.047279792746113936,-0.1796875,0.609382257315374,60
291890,KODEX MSCI EM선물(H),12320,845,-0.008849557522123908,-0.05339992316557818,0.22941822173435789,60
140580,RISE 우량업종대표주,23915,262,0.0050430762765287795,-0.16483324602758864,0.4730520480443485,60
449190,KODEX 미국나스닥100(H),22275,117421,0.010662431941923733,-0.02860756181588242,0.17944509160224498,60
0036R0,RISE 미국휴머노이드로봇,19610,8530,0.02535947712418296,-0.16485669264511738,0.4224575656463079,60
213630,PLUS 미국다우존스고배당주(합성 H),20810,2136,-0.015610217596972564,0.048362720403022585,0.14630384488267056,59
453330,RISE 미국S&P500(H),18120,22602,0.0016583747927032544,0.022400270834508795,0.14379497538189612,59
396520,TIGER 차이나반도체FACTSET,13600,353123,-0.016630513376717282,-0.29405657928886586,0.369035635192269,59
0052D0,TIGER 코리아배당다우존스,15370,77470,0.013050355918797774,0.01264988799578326,0.29224819236589883,59
433250,UNICORN R&D 액티브,23400,7,-0.013282732447817858,-0.2441860465116279,0.5501821795296455,59
453080,KIWOOM 미국나스닥100(H),23000,2687,0.010544815465729274,-0.03202727157947893,0.17912437198810616,59
448300,TIGER 미국나스닥100(H),22990,50276,0.009661835748792313,-0.02999873423062316,0.17921624948707437,59
379790,RISE 유로스탁스50(H),17215,3332,-0.012051649928264019,0.006725146198830467,0.175085324232082,58
252000,TIGER 200동일가중,19490,19,0.03422658530114098,-0.035052975542132936,0.3230602131559297,58
483030,KIWOOM 미국블록버스터바이오테크의약품+,11740,2317,-0.028949545078577388,0.012767425810904065,0.2691891891891891,58
337150,KODEX 200exTOP,25100,117,0.00835609834484985,-0.16350063320669195,0.4993130637357386,58
449180,KODEX 미국S&P500(H),17110,431715,0.002049780380673605,0.022469224333691917,0.13521762208067933,58
