종목코드,종목명,현재가(원),거래량,1개월,3개월,1년,상대강도
304940,KODEX 미국나스닥100선물(H),32520,3432,0.008528454023879695,-0.031854718666269766,0.16822933505765714,58
448290,TIGER 미국S&P500(H),17725,80875,0.0008469791078486999,0.01961573861021626,0.13534460671278503,57
395170,KODEX Top10동일가중,15190,44947,-0.05062500000000003,-0.32506887052341593,0.694366982710541,57
449780,KIWOOM 미국S&P500(H),18630,4298,0.002151694459386677,0.016144867459365164,0.1361141602634468,57
385510,KODEX 신재생에너지액티브,38810,36620,0.07402795074027946,-0.09491604477611937,0.4584742577978205,57
497510,ACE 글로벌빅파마,12870,1059,-0.03450862715678915,-0.0044863861386138515,0.3158163786933852,57
252650,KODEX 200동일가중,18540,1635,0.025726141078838083,-0.045117428924598246,0.32098325614535095,57
219480,KODEX 미국S&P500선물(H),33010,2497,0.0,0.019456454601605833,0.12539206327560337,56
472160,TIGER 미국테크TOP10 INDXX(H),19255,102000,0.042783644733279225,0.05017725661303518,0.09490503809848749,56
491090,KODEX 미국테크TOP3플러스,18510,74645,0.04724186704384725,-0.037090984757842116,0.22234695899095303,56
428510,KODEX 차이나AI테크액티브,23835,12674,-0.01609907120743037,-0.32461534102179024,0.4620008587376556,56
453640,KODEX 미국S&P500헬스케어,14135,14053,-0.021460713049498148,0.029722444816784543,0.2303072504134389,56
497520,ACE 일라이릴리밸류체인,12985,1933,-0.032774674115456204,0.026482213438735247,0.2187910643889619,56
266550,PLUS 중형주저변동50,18525,2,0.01701894043370844,0.0005401026194977732,0.2123691099476439,56
280320,ACE 미국IT인터넷(합성 H),21650,713,0.024852071005917242,0.08602959618760964,-0.0065161527165932265,55
0074K0,KoAct K수출핵심기업TOP30액티브,17010,32265,0.013404825737265424,-0.25914634146341464,0.5303643724696356,55
244670,KODEX 밸류Plus,11615,56,0.03566651805617482,0.03354689446520731,0.22006302521008414,55
195930,TIGER 유로스탁스50(합성 H),23050,4984,-0.01747655583972718,-0.0017323516673884987,0.1681532535982162,55
402970,ACE 미국배당다우존스,15055,153660,-0.029523625346483562,-0.037465635189565916,0.26109901155972515,55
195970,PLUS 선진국MSCI(합성 H),16340,5021,-0.015366074118710493,0.016801493466085837,0.14425770308123242,55
493420,SOL 미국배당다우존스2호,12535,1815,-0.030699041138261718,-0.03806308034686512,0.2617010568696527,54
458730,TIGER 미국배당다우존스,14815,1799711,-0.02916120576671033,-0.03761205664544631,0.25935056103366194,54
446720,SOL 미국배당다우존스,13575,271821,-0.03035714285714286,-0.03784818201148199,0.2588093471810089,54
489250,KODEX 미국배당다우존스,12750,326663,-0.02916317673037383,-0.037154508382419626,0.2617516081147946,54
0104P0,TIGER 코리아배당다우존스위클리커버드콜,11005,4576,0.024006699544058874,0.018981481481481488,0.23818631863186313,54
483290,KODEX 미국배당다우존스타겟커버드콜,10225,158214,-0.024332061068702338,-0.034192878057995646,0.2722408859026999,54
275980,TIGER 글로벌4차산업혁신기술(합성 H),23310,1378,-0.026925485284909234,-0.0436923076923077,0.18831566068515504,53
0047R0,RISE 팔란티어고정테크100,15440,7145,0.017798286090969118,-0.0034852200851942516,0.16669185431464406,53
140710,KODEX 운송,6555,15860,0.037183544303797555,0.0656803771744432,0.13329875518672196,53
458750,TIGER 미국배당다우존스타겟커버드콜1호,12830,39427,-0.027367144265029175,-0.0381587825174301,0.261305544632324,53
458760,TIGER 미국배당다우존스타겟커버드콜2호,10885,255120,-0.025514771709937323,-0.033389574638131636,0.2674662319515604,53
245350,TIGER 유로스탁스배당30,19495,1042,-0.004341164453523949,-0.016000403795679352,0.22233368863251624,53
269540,PLUS 미국S&P500(H),29990,5492,0.0021720969089389364,0.0045218556355719475,0.1368460955269144,53
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,9740,248229,-0.030749328291372224,-0.04105542975287979,0.24967924044136525,52
0015B0,KoAct 미국나스닥성장기업액티브,19085,435506,0.04346637506834328,-0.270311603899828,0.4563143838229684,52
189400,PLUS 글로벌MSCI(합성 H),25707,34,-0.007834812813585446,0.007920015683199333,0.1342157511581734,52
101280,KODEX 일본TOPIX100,30805,5715,0.02155529762891728,-0.058958301512142985,0.24807552062231575,52
143850,TIGER 미국S&P500선물(H),77105,1282,-0.0007128045619492207,0.014739751266697354,0.1077508799655198,52
241180,TIGER 일본니케이225,34505,41564,-0.0010133178922987485,-0.1724427389375225,0.3434956975431218,52
445290,KODEX 로봇액티브,30600,214950,-0.021426287176207204,-0.20083572734395405,0.6143497757847534,51
281990,RISE 중소형고배당,17625,314,0.01878612716762995,0.026679093609832893,0.2011039934578165,51
0043Y0,TIME 차이나AI테크액티브,19690,82700,-0.024281466798810714,-0.318331313830708,0.3985368278997088,51
434730,HANARO 원자력iSelect,60195,135722,0.11503195332036675,-0.15218309859154933,0.5918286394287982,51
426030,TIME 미국나스닥100액티브,47040,797901,0.02662592754255777,-0.24862231451162042,0.3296023064529805,51
465580,ACE 미국빅테크TOP7 Plus,24765,504718,0.03273561301084227,-0.024615990547459665,0.17659635119726347,51
0093B0,RISE 엔비디아고정테크100,12685,1396,0.004752475247524757,-0.08139619088999928,0.20157241640617607,50
437370,RISE 글로벌농업경제,10920,2253,0.03409090909090917,0.00868280066506566,0.19448698315467072,50
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,11855,2149946,0.043206617388243496,0.07841353588647326,0.09121870397643583,50
488200,KIWOOM K-2차전지북미공급망,12590,1072,0.07929704243463354,-0.13536158230890738,0.5221859509128279,50
280930,KODEX 미국러셀2000(H),16240,4611,-0.043580683156654865,-0.03620178041543032,0.1258232235701906,50
244620,KODEX 모멘텀Plus,20430,613,0.06019719771665799,-0.22481502561183841,0.3623632968791677,50
105010,TIGER 라틴35,6470,2370,0.05374592833876224,-0.06462339164377617,0.315040650406504,50
429010,TIGER 미국나스닥넥스트100,19400,106,-0.028299524167292756,-0.10804597701149421,0.24175894514497864,49
0036Z0,RISE 미국천연가스밸류체인,12535,460,-0.018786692759295454,-0.0495147103427358,0.22388205428627228,49
251590,PLUS 고배당저변동50,17145,4435,0.008529411764705896,0.0407308486099307,0.13235585496334457,49
387270,TIGER 글로벌이노베이션액티브,25455,1134,0.03223844282238453,-0.21228531641652482,0.3131287077637348,49
0041E0,KODEX 미국S&P500액티브,16230,91417,0.012476606363069243,-0.14807621647157632,0.2593109869646182,49
490600,RISE 미국배당100데일리고정커버드콜,8845,199652,-0.034915439170758344,-0.04461006696910785,0.18201256180676206,49
364980,TIGER 2차전지TOP10,10265,1489421,0.0698280354351224,-0.0617001828153565,0.30847673677501586,48
490090,TIGER 미국AI빅테크10,16185,446940,0.031877590054191884,-0.05045467879143439,0.17138307881595138,48
248270,TIGER S&P글로벌헬스케어(합성),26180,2234,-0.039618488628026416,0.005183336532923688,0.17057902973395933,48
367770,RISE 수소경제테마,22445,11838,0.016761041902604745,-0.17238200589970498,0.4555771725032425,48
426020,TIME 미국S&P500액티브,32150,77433,0.013556116015132513,-0.13737590555406498,0.2493685151362064,48
270800,RISE KQ고배당,15580,39,0.04283801874163329,-0.04111275233874934,0.16905530126810242,48
491620,RISE 미국테크100데일리고정커버드콜,10540,554329,0.008612440191387627,-0.0887082828981498,0.1877394636015326,47
226980,KODEX 200 중소형,22990,1803,0.05969117308135519,-0.0661684065152931,0.2534074801003161,47
227550,TIGER 200 산업재,12485,46632,0.06572769953051649,-0.05165210786175467,0.23982125124131093,47
494410,PLUS 미국S&P500성장주,14375,178129,0.013751763046544463,-0.0772242906663243,0.15834004834810633,47
447430,ACE 주주환원가치주액티브,16215,8045,0.006830176963675827,0.03782642089093713,0.11650485436893199,47
464920,PLUS 일본반도체소부장,23105,13044,-0.051324163416136326,-0.2797693266832918,0.46698412698412706,47
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,11470,148918,0.03128933645027865,-0.0548001648125257,0.15438808373590973,46
381570,HANARO Fn친환경에너지,10150,592,0.03995901639344268,-0.11892361111111116,0.3259307642064011,46
368590,RISE 미국나스닥100,30230,120296,0.008338892595063374,-0.12343781714849078,0.19533412415974682,46
220130,SOL 차이나강소기업CSI500(합성 H),6870,8063,0.0,-0.08643617021276595,0.14595496246872397,46
227560,TIGER 200 생활소비재,12550,39106,-0.017227877838684402,0.0303776683087027,0.08733321781320402,46
465330,RISE 2차전지TOP10,11305,102606,0.07308970099667778,-0.08238636363636365,0.40522063393412067,46
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),7625,5949,-0.03603034134007588,0.03741496598639449,0.048830811554332776,46
133690,TIGER 미국나스닥100,181225,3583747,0.008402192360125849,-0.12361512087316906,0.19279550854653027,45
476030,SOL 미국나스닥100,17165,20656,0.007631347226298768,-0.12342968031865997,0.19110401776420782,45
104530,KIWOOM 코리아고배당,17045,9144,-0.006180397644452218,-0.00826205853261186,0.16157830175821175,45
379810,KODEX 미국나스닥100,27090,20857688,0.008000000000000007,-0.12375469012808904,0.19349722442505946,45
367380,ACE 미국나스닥100,31150,338448,0.008416963418582002,-0.12381863186318631,0.1923444976076556,45
371470,TIGER 차이나바이오테크SOLACTIVE,8515,15311,-0.0373092142453364,0.1353333333333333,-0.09018057484774011,45
466950,TIGER 글로벌AI액티브,30685,82419,0.001959183673469367,-0.3494806020775917,0.35063162991328833,44
475350,RISE 버크셔포트폴리오TOP10,14695,37978,0.011703958691910543,-0.04054583442151993,0.12441655826765619,44
0069M0,1Q 미국나스닥100,13535,45548,0.007143388644988535,-0.12468473129405677,0.18665614588812907,44
476690,TIGER 글로벌비만치료제TOP2Plus,10305,14955,-0.06522133526850504,-0.05154164749194656,0.17275520655513832,44
0041D0,KODEX 미국AI소프트웨어TOP10,14085,72799,0.09525660964230176,0.11133028246804488,-0.10843144701860996,44
414780,TIGER 차이나과창판STAR50(합성),13940,98236,0.00071787508973431,-0.2203579418344519,0.1982121368402956,44
0053M0,더제이 중소형포커스액티브,12840,49,0.026789284286285575,-0.12771739130434778,0.2447891420261754,43
379780,RISE 미국S&P500,22980,133195,-0.0008695652173913437,-0.07796011716085538,0.1487702459508098,43
494210,SOL 미국500타겟데일리커버드콜액티브,10825,795,0.0023148148148148806,-0.07817423145703828,0.14695910150455616,43
0013P0,RISE 미국은행TOP10,12390,14320,-0.02670856245090336,-0.0870910698496905,0.14404432132963985,43
485540,KODEX 미국AI테크TOP10,15485,170194,0.042409962975429094,-0.06531055713164724,0.12757591203669993,43
483570,KCGI 미국S&P500 TOP10,16055,1251,0.03214400514304083,-0.05252286810268514,0.11998604813393787,43
415340,KODEX 차이나과창판STAR50(합성),14200,55868,-0.006993006993006978,-0.2282608695652174,0.1917750734368444,43
117680,KODEX 철강,12835,32824,0.09513651877133111,0.042563561042969766,0.1358407079646018,42
251350,KODEX MSCI선진국,38935,45463,-0.008783095723014278,-0.07383619971930822,0.14723908303376754,42
429760,PLUS 미국S&P500,19560,962523,-0.0007662835249042654,-0.07766303579006928,0.1462056841488426,42
360200,ACE 미국S&P500,26565,965899,-0.0007523039307880675,-0.0782442748091603,0.14637724938506014,42
379800,KODEX 미국S&P500,23885,24431037,-0.0010455876202425385,-0.07815515245079119,0.14611324376199608,42
360750,TIGER 미국S&P500,26280,24713667,-0.0005704506560182399,-0.07789473684210524,0.14599686028257453,42
474220,TIGER 미국테크TOP10타겟커버드콜,15225,108276,0.039745953698012704,-0.035171102661596954,0.1205564142194746,41
486290,TIGER 미국나스닥100타겟데일리커버드콜,10550,1477040,0.006679389312977069,-0.12375415282392022,0.17784972647091668,41
481190,SOL 미국테크TOP10,17195,477415,0.04022988505747116,-0.04684035476718407,0.11078811369509034,41
0107F0,KIWOOM 미국고배당&AI테크,11220,3617,-0.019659239842726106,-0.08415639539629416,0.15195071868583154,41
399110,SOL 미국S&P500ESG,20715,6829,-0.015680684248039922,-0.0870427501101807,0.16520418494768818,41
444490,WON 미국S&P500,20170,3218,-0.00024783147459728205,-0.07857469164001829,0.1451768580026116,41
488480,RISE 일본섹터TOP4Plus,13085,334,-0.004564473183719997,-0.09458898422363682,0.18976177486815793,40
449770,KIWOOM 미국S&P500,21030,32344,-0.0011873664212775914,-0.07807636666520534,0.1424380704041721,40
0026S0,1Q 미국S&P500,12825,92931,-0.0014792899408283544,-0.0780677161958162,0.1425389755011135,40
0060H0,TIGER 토탈월드스탁액티브,12660,105682,-0.009389671361502372,-0.08690948431301837,0.15426695842450755,40
433330,SOL 미국S&P500,21940,110118,-0.001365498406918575,-0.07818999201714216,0.14241083051288728,40
381170,TIGER 미국테크TOP10 INDXX,31675,953992,0.041084634346754356,-0.04894160036030626,0.10848643919510059,40
0026E0,KODEX 미국S&P500버퍼3월액티브,11760,16,0.011612903225806548,-0.06518282988871227,0.14097215484622105,40
482730,TIGER 미국S&P500타겟데일리커버드콜,11675,435356,-8.564576909897426e-05,-0.07656410662026414,0.14080515927301152,39
483280,KODEX 미국AI테크TOP10타겟커버드콜,11965,360692,0.04772329246935203,-0.058467107333962876,0.12010859389627404,39
0018Z0,RISE 미국양자컴퓨팅,18180,6726,0.0052529720763063725,-0.15727993324989575,0.11233480176211463,39
432840,HANARO 미국S&P500,19715,870,-0.0017721518987341423,-0.07645102356302991,0.14051833853985896,39
387280,TIGER 퓨처모빌리티액티브,11520,1643,0.018567639257294433,-0.2082474226804124,0.3829531812725091,39
461900,PLUS 미국테크TOP10,22850,1468,0.03863636363636358,-0.045929018789144016,0.09147360878910904,39
277650,TIGER 코스피중형주,21225,85,0.04996289883749694,-0.04262516914749659,0.1529060293318849,38
441640,KODEX 미국배당커버드콜액티브,12440,1108377,-0.015900640772090857,-0.05600242828957358,0.12152902993148218,38
401590,HANARO 글로벌탄소배출권선물ICE(합성),11340,11,0.0057649667405765825,-0.07201309328968908,0.03533278553820862,38
464930,TIGER 글로벌혁신블루칩TOP10,20530,7110,-0.03637643745599628,-0.07668090847762532,0.14386004011589026,38
401470,KODEX 메타버스액티브,9295,6838,-0.04568788501026699,-0.15307517084282463,0.13009118541033438,38
459750,RISE 글로벌주식분산액티브,17735,2005,-0.010875627440044666,-0.08643692371091538,0.15027889479828782,38
244660,KODEX 퀄리티Plus,9225,39,0.007646095030038325,0.03384511935447709,0.03523734709909099,37
150460,TIGER 중국소비테마,7425,26917,-0.025590551181102317,0.06451612903225801,-0.06474367048746699,37
416090,ACE 중국과창판STAR50,12975,25919,0.0034802784222738303,-0.23088322465915823,0.1648262860220846,37
415760,SOL 차이나육성산업액티브(합성),13090,147228,-0.007581501137225222,-0.2286387743076016,0.167811579980373,37
0046Y0,ACE 미국배당퀄리티,12505,4453,-0.006751389992057155,-0.06901429422275163,0.12122298933022502,37
0005A0,KODEX 미국S&P500데일리커버드콜OTM,9405,205739,-0.00370762711864403,-0.0792050127276287,0.1376557396879159,37
488500,TIGER 미국S&P500동일가중,12455,25857,-0.032996894409937916,-0.07699718393360011,0.13578333029363487,37
460660,RISE 미국S&P배당킹,11600,1643,-0.04526748971193417,-0.06179230022646398,0.10856269113149852,36
469170,ACE 포스코그룹포커스,5990,378104,0.11234911792014857,-0.028070744767158873,0.2335255354200989,36
400590,SOL 글로벌탄소배출권선물ICE(합성),14095,2545,-0.004590395480225995,-0.07996083550913835,0.041759053954175895,36
476310,RISE 글로벌비만산업TOP2+,9525,1078,-0.06936980947728388,-0.06900596227152767,0.1446941473380603,36
0089C0,KODEX 미국S&P500변동성확대시커버드콜,11385,418,-0.001315789473684159,-0.0734109221128022,0.11062335381913968,36
459560,KODEX 테슬라밸류체인FactSet,21870,663,0.015084706428405648,-0.20339476943250523,0.23678108918169993,36
0047P0,RISE 테슬라고정테크100,14730,7200,0.026480836236933758,-0.09820007346638915,0.12262784848715791,35
139280,TIGER 경기방어,12165,1913,-0.052570093457943945,0.02312867956265774,0.057826086956521694,35
498860,RISE 코리아금융고배당,16405,13169,-0.004007042681075879,-0.07394863110358452,0.18919898513954325,35
476070,KODEX 글로벌비만치료제TOP2 Plus,10705,7733,-0.06669572798605061,-0.0484444444444444,0.114407661877993,35
0018C0,PLUS 고배당주위클리고정커버드콜,10520,109651,0.018393030009680622,0.061553985872855765,0.04075979422239806,35
309230,ACE 미국WideMoat동일가중,30175,6270,-0.046151414572467186,-0.03809372011475931,0.09270324099221439,35
245340,TIGER 미국다우존스30,34940,8520,-0.01895268847395759,-0.08977231282238318,0.1184379001280409,34
459790,KIWOOM 미국성장기업30액티브,20435,224,0.014647467725918517,-0.18536974287422758,0.2012109099459205,34
265690,ACE 러시아MSCI(합성),8535,0,0.0,0.0,0.0,34
499150,SOL 미국S&P500엔화노출(H),10930,1654,0.008767881864328642,-0.05954224746171055,0.03778959361944545,34
480030,ACE 미국500데일리타겟커버드콜(합성),9735,108894,-0.002867970910580775,-0.09247692737950963,0.11563144625257848,34
497780,KoAct 미국천연가스인프라액티브,10470,13498,-0.01920374707259953,-0.08206207259337195,0.16011080332409966,34
117460,KODEX 에너지화학,13640,38259,0.02788244159758846,-0.04921232399275055,0.1775878442545109,34
429000,TIGER 미국S&P500배당귀족,13100,31545,-0.04379562043795615,-0.0757725412727529,0.09945446915652534,33
0049M0,ACE 미국배당퀄리티+커버드콜액티브,11200,19660,-0.003558718861209953,-0.08174141182257932,0.10715697904309995,33
329200,TIGER 리츠부동산인프라,4075,3005927,0.0002454590083456054,0.031906811851101446,0.02207173313268118,33
453650,KODEX 미국S&P500금융,18875,13557,-0.018460738429537216,-0.05293527345709981,0.032266885425211944,33
0002C0,에셋플러스 인도일등기업포커스20액티브,10180,2052,0.016983016983016963,-0.054781801299907174,-0.030014292520247787,33
305540,TIGER 2차전지테마,18700,184970,0.07718894009216593,-0.08802731041209466,0.26736699423924093,33
139290,TIGER 200 경기소비재,23910,6570,-0.0762990148734789,-0.2124505928853755,0.34484504190336907,32
421320,PLUS 우주항공,29300,139732,0.09267201193361929,-0.11533816425120769,0.19762926629879418,32
215620,HK S&P코리아로우볼,16070,1,0.010374096196164695,0.03377291733676424,0.0024953212726137597,32
438900,HANARO Fn K-푸드,10935,14420,-0.04539502400698381,0.05499276410998544,-0.10916496945010179,32
0068M0,KODEX 미국S&P500버퍼6월액티브,11715,1385,-0.004249893752656164,-0.07683215130023646,0.08562691131498479,32
462340,에셋플러스 글로벌다이나믹시니어액티브,16490,4,-0.022235398754817615,-0.026564344746162982,-0.010204081632653073,32
407300,HANARO Fn골프테마,10400,1,0.011181332036946934,-0.19040946598162856,0.24446571736269007,31
276990,KODEX 글로벌로봇(합성),25060,1409,-0.024902723735408583,-0.1477639857167149,0.1626072836928787,31
433220,에셋플러스 글로벌대장장이액티브,29075,32,-0.02449253480959568,-0.21862402579951623,0.23776074925500224,31
435040,ACE 글로벌브랜드TOP10,19200,19793,-0.010309278350515427,-0.06560249172668875,0.0386800108195835,31
498270,KIWOOM 미국양자컴퓨팅,14620,40446,-0.0027285129604365244,-0.1873714635095326,0.01945471027125034,31
326230,RISE 내수주플러스,10895,96,-0.027232142857142816,-0.04971652856519848,0.07023575638506885,31
138540,TIGER 현대차그룹플러스,48950,54476,-0.03717545239968534,-0.20361181160009767,0.3562562340684916,31
0005D0,SOL 전고체배터리&실리콘음극재,14765,280665,0.11307953260459858,-0.17073855658522885,0.3557065466899274,30
491010,TIGER 글로벌AI전력인프라액티브,24910,57510,-0.0061839218033113985,-0.3413537810682179,0.28873713073619944,30
475070,KoAct 글로벌친환경전력인프라액티브,29945,2176,0.0052030882846592075,-0.2722964763061968,0.3470535312640577,30
245710,ACE 베트남VN30(합성),29295,35477,0.03882978723404262,-0.08624454148471616,0.08951948824754541,30
0020H0,KoAct 글로벌양자컴퓨팅액티브,21815,12641,0.003680699332873294,-0.30191999999999997,0.16346666666666665,30
0102A0,TIGER 미국AI소프트웨어TOP4Plus,9010,38758,0.05565319273579372,0.09477521263669497,-0.24533042968422814,30
494300,KODEX 미국나스닥100데일리커버드콜OTM,9070,1061505,0.006212558242733479,-0.13848784194528874,0.107177734375,29
453630,KODEX 미국S&P500필수소비재,12145,7583,-0.020959290608625558,-0.08848694085860098,0.059680656138207944,29
494180,TIME 글로벌소비트렌드액티브,13185,461,-0.014205607476635462,-0.06389776357827481,0.028872415138509577,29
411860,KIWOOM 독일DAX,16675,186,-0.036683997689196945,-0.07740400575412199,0.03244381152869802,29
250730,RISE 차이나HSCEI(H),9680,1180,-0.037294878170064605,0.04875406283856987,-0.1228706052917724,29
489290,WON 미국빌리어네어,15070,14227,0.02238805970149249,-0.06860321384425216,0.01344989912575656,29
489860,KIWOOM 글로벌전력GRID인프라,14645,2892,-0.037463029904699297,-0.18634368576032,0.16018379149172146,28
305720,KODEX 2차전지산업,14670,1802166,0.0704122582998905,-0.11493212669683261,0.24322033898305095,28
0028X0,KODEX 미국금융테크액티브,11350,2590,-0.05100334448160537,-0.013558143577264037,-0.08747387039716992,28
091180,KODEX 자동차,26150,99563,-0.09468582309157003,-0.22979500471253533,0.3753747435964867,28
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10755,19753,-0.06274509803921569,-0.22262378026743768,0.2908065290446471,28
373790,KIWOOM 미국방어배당성장나스닥,15385,406,-0.02749683944374215,-0.06011362942146736,0.04163845633039953,28
314700,HANARO 농업융복합산업,10655,1520,0.024519230769230793,-0.057246505043355156,0.04062896767262436,28
139240,TIGER 200 철강소재,11385,9094,0.08273894436519269,0.05221811460258774,-0.02123452544704263,27
494420,PLUS 미국배당증가성장주데일리커버드콜,8745,10830,-0.04353056983484638,-0.11299320417892278,0.056414592896834925,27
0022T0,SOL 국제금커버드콜액티브,13125,25451,-0.04266958424507661,-0.06437125748502992,0.13675731855187934,27
473460,KODEX 미국서학개미,24000,49301,0.03359173126614978,-0.12743137611343391,0.009591115598182709,27
0004G0,1Q 미국배당TOP30,8810,4472,-0.04962243797195254,-0.0657476139978791,-0.014651604965887466,27
438740,MIDAS 중소형액티브,33815,1200,0.046256188118811936,-0.15048360758698653,0.10546274804668343,27
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),10185,269179,0.020132211538461453,-0.08752911664576246,0.056644880174292034,26
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,15465,7117,-0.029190207156308823,-0.2404223968565815,0.19053117782909923,26
0050E0,PLUS 미국AI에이전트,8350,4727,0.03855721393034828,0.034055727554179516,-0.13793103448275867,26
291130,ACE MSCI멕시코(합성),17585,154,-0.027109266943291854,-0.1268619662363456,0.09400273733980335,26
446700,RISE 배터리 리사이클링,10365,1769,0.04855842185128978,-0.06326253953908723,0.18660560961648542,26
0086B0,TIGER 리츠부동산인프라TOP10액티브,9400,10716,-0.01094276094276092,-0.0113588557004628,-0.019198664440734592,26
466810,BNK 2차전지양극재,5840,52071,0.071559633027523,-0.10291858678955457,0.23206751054852326,25
463250,TIGER K방산&우주,34775,227642,0.03435455086258177,-0.1474626133856337,0.06134594842057073,25
157500,TIGER 증권,11830,233422,-0.04596774193548392,-0.2186777623670828,0.2772619304685813,25
428560,KODEX 미국ETF산업Top10 Indxx,15365,1085,-0.05446153846153845,-0.03431588209414871,-0.05568188802163354,25
200030,KODEX 미국S&P500산업재(합성),40380,1542,-0.06060253576829122,-0.15319282793331235,0.09120389136603158,25
0000J0,PLUS 한화그룹주,28775,75260,0.042383626154682164,-0.1296128251663642,0.0881073927018341,25
399580,RISE 글로벌클린에너지,9470,6985,0.021024258760107717,-0.22712805027340244,0.21675446485930872,25
368680,KODEX K-뉴딜디지털플러스,7750,42,-0.016497461928933976,-0.04603643525356971,-0.016747018523217472,24
102970,KODEX 증권,17400,281078,-0.04500548847420416,-0.2238726080556671,0.25722543352601157,24
474920,에셋플러스 차이나일등기업포커스10액티브,17860,297,-0.057022175290390664,-0.15853945818610127,-0.06000000000000005,24
490480,SOL K방산,29160,20105,0.02477596204533472,-0.15795552988738093,0.06113537117903922,24
471760,TIGER AI반도체핵심공정,14145,200427,0.06153846153846154,-0.28830188679245283,0.33885470894462855,24
269420,KODEX S&P글로벌인프라(합성),21645,3391,-0.036286731967942965,-0.13385354141656658,0.05631740764237958,24
368190,HANARO Fn K-뉴딜디지털플러스,7610,322,-0.03487634749524415,-0.05289359054138143,-0.0336507936507936,23
0047A0,TIGER 차이나테크TOP10,12820,23338,-0.04149532710280379,-0.19724483406386972,-0.04364043267437523,23
283580,KODEX 차이나CSI300,15060,42702,-0.022395326192794496,-0.17906786590351598,0.0628837603218293,23
269530,PLUS S&P글로벌인프라,19395,631,-0.03290949887808525,-0.13565666919203168,0.05677545905301584,23
494840,TIGER 미국방산TOP10,12300,22206,-0.07239819004524883,-0.09332153914197261,0.060802069857697205,23
463690,KODEX 미국S&P500커뮤니케이션,17950,593,0.011552550014088503,-0.07052609776304886,-0.043635782407160706,23
169950,KODEX 차이나A50,25220,527,-0.016764132553606204,-0.16156914893617025,0.03837285902503296,22
0087F0,ACE 차이나AI빅테크TOP2+액티브,11580,2102,-0.0935420743639922,-0.19999999999999996,-0.03371161548731638,22
463300,RISE 중국본토CSI300,12975,602,-0.027725739977519703,-0.18252268145161288,0.05831973898858078,22
227540,TIGER 200 헬스케어,18410,22632,-0.04586680487172845,0.0463199772662688,-0.10457198443579763,22
0082F0,HANARO 유럽방산,10215,609,-0.08014407924358402,-0.0738893925657298,-0.054166666666666696,22
0023B0,PLUS 미국양자컴퓨팅TOP10,16570,26292,0.034978138663335434,-0.18614931237721022,-0.08569221431330354,22
269370,TIGER S&P글로벌인프라(합성),16570,1091,-0.05015763829177411,-0.14304923458833263,0.04993030034216206,22
477490,에셋플러스 글로벌일등기업포커스10액티브,18695,268,-0.02983912817851586,-0.16781660360560868,0.005648197955890222,21
0000H0,KODEX 인도Nifty미드캡100,10125,1092,-0.03708987161198285,-0.13741693644573183,-0.037547528517110296,21
0038A0,KODEX 미국휴머노이드로봇,15240,33286,0.01735647530040052,-0.18051298596547827,0.04691900803737026,21
487230,KODEX 미국AI전력핵심인프라,19860,560899,0.015077945310503438,-0.27713474557763706,0.08821917808219171,21
192090,TIGER 차이나CSI300,12250,19353,-0.021565495207667706,-0.1914191419141914,0.04916067146282965,21
168580,ACE 중국본토CSI300,33835,15835,-0.022956973722206175,-0.18724477540235407,0.056188543780240296,21
0102X0,ACE 유럽방산TOP10,9155,755,-0.06961382113821135,-0.06323544459224395,-0.08996023856858848,20
422420,RISE 2차전지액티브,6725,115094,0.079454253611557,-0.1504547751389591,0.16672449687716862,20
419650,PLUS 글로벌수소&차세대연료전지,5045,34928,-0.013685239491691092,-0.28031383737517834,0.06659619450317122,20
174360,RISE 중국본토대형주CSI100,22885,967,-0.03275570583262888,-0.1927689594356261,0.05339470655926348,20
489030,PLUS 고배당주위클리커버드콜,6390,1102880,0.019463943841735887,0.10058560110230785,-0.22196517715816388,20
479730,TIGER 인도빌리언컨슈머,9675,10817,-0.05147058823529416,-0.0931671196925673,-0.09427073581726264,20
461450,KODEX 코스닥글로벌,15045,3945,-0.007258330583965633,-0.16878453038674035,0.10219780219780228,19
496770,PLUS 글로벌방산,16700,8014,-0.10407725321888417,-0.08241758241758246,-0.039954009772923293,19
226380,ACE Fn성장소비주도주,5700,185,-0.02564102564102566,0.0026385224274405594,-0.2039106145251397,19
310080,RISE 중국MSCI China(H),9020,825,-0.058946270213875884,-0.0005540166204985875,-0.20035460992907805,19
0088N0,WON K-글로벌수급상위,10940,12103,0.06265177270519673,-0.14731098986749802,0.06627680311890849,19
102960,KODEX 기계장비,13650,1643,0.06598984771573613,-0.1920686593666765,0.14657706845863072,19
099140,KODEX 차이나H,20865,9814,-0.04508009153318082,-0.055925071263743686,-0.12058501222287787,19
461580,TIGER 코스닥글로벌,15275,14810,-0.02208706786171577,-0.17743672590199244,0.08602915037326708,18
364960,TIGER BBIG,6205,9798,-0.04758250191864932,-0.08883994126284878,-0.09941944847605222,18
